Company,Days Since Last Feedback,Current Lead Status,Last Contact Date,Optimal Outreach Window,Recommended Action
Sun Life Financial Services,222,Closed-Lost,2024-02-27,2024-12-12,Proactive outreach needed
Sunbeam,231,Qualified,2024-04-12,2024-12-12,Proactive outreach needed
Sunbeam Australia,219,Closed-Won,2024-01-30,2024-12-12,Proactive outreach needed
Suncor Energy,220,Cold,2024-01-21,2024-12-12,Proactive outreach needed
Suncorp-Metway,218,Referral,2024-04-09,2024-12-12,Proactive outreach needed
Suning,219,Negotiation,2024-04-25,2024-12-12,Proactive outreach needed
Sunkist,223,Cold,2024-02-26,2024-12-12,Proactive outreach needed
Sunlight,221,Referral,2024-03-23,2024-12-12,Proactive outreach needed
Sunny Delight,219,Closed-Lost,2024-02-27,2024-12-12,Proactive outreach needed
Sunsilk,218,Qualified,2024-03-19,2024-12-12,Proactive outreach needed
Sunway City,219,Contacted,2024-04-15,2024-12-12,Proactive outreach needed
Super 8,222,Proposal Sent,2024-02-06,2024-12-12,Proactive outreach needed
Super Bowl,237,Nurturing,2024-04-03,2024-12-12,Proactive outreach needed
Super Soaker,222,Negotiation,2024-04-14,2024-12-12,Proactive outreach needed
SuperAmerica,230,Warm ,2024-04-27,2024-12-12,Proactive outreach needed
Supertest Petroleum,221,Negotiation,2024-03-23,2024-12-12,Proactive outreach needed
Sure,220,Referral,2024-04-23,2024-12-12,Proactive outreach needed
Suzano Papel e Celulose,219,Qualified,2024-01-13,2024-12-12,Proactive outreach needed
Suzuki,231,Warm ,2024-02-02,2024-12-12,Proactive outreach needed
Svenska Handelsbanken,220,Qualified,2024-04-23,2024-12-12,Proactive outreach needed
Swan Brewery,223,Closed-Won,2024-03-04,2024-12-12,Proactive outreach needed
Swanndri,218,Proposal Sent,2024-03-14,2024-12-12,Proactive outreach needed
Swanson,219,Qualified,2024-02-10,2024-12-12,Proactive outreach needed
Swarovski,219,Referral,2024-01-02,2024-12-12,Proactive outreach needed
Swatch,221,Disqualified,2024-01-26,2024-12-12,Proactive outreach needed
Swedbank,218,Closed-Lost,2024-04-07,2024-12-12,Proactive outreach needed
Swedish Fish,228,Cold,2024-02-02,2024-12-12,Proactive outreach needed
Sweet'n Low,226,Closed-Won,2024-01-19,2024-12-12,Proactive outreach needed
Swiffer,227,On-hold,2024-02-11,2024-12-12,Proactive outreach needed
Swiss Army,222,Closed-Won,2024-01-27,2024-12-12,Proactive outreach needed
Swiss Reinsurance Company Ltd,218,Contacted,2024-02-02,2024-12-12,Proactive outreach needed
Sydbank,223,Referral,2024-04-01,2024-12-12,Proactive outreach needed
Sydney Ferries Corporation,218,Disqualified,2024-04-11,2024-12-12,Proactive outreach needed
Sydney Water,220,Closed-Won,2024-02-20,2024-12-12,Proactive outreach needed
Sylvan Learning Center,222,Nurturing,2024-03-17,2024-12-12,Proactive outreach needed
Sylvania,219,Contacted,2024-01-04,2024-12-12,Proactive outreach needed
Syngenta,219,Closed-Won,2024-04-10,2024-12-12,Proactive outreach needed
Synnex,221,Qualified,2024-02-10,2024-12-12,Proactive outreach needed
T Rowe Price,227,Contacted,2024-04-01,2024-12-12,Proactive outreach needed
T-Mobile,222,Negotiation,2024-02-12,2024-12-12,Proactive outreach needed
T-Systems,219,Disqualified,2024-01-29,2024-12-12,Proactive outreach needed
T.G.I. Friday's,219,Nurturing,2024-04-06,2024-12-12,Proactive outreach needed
T.J. Maxx,230,Negotiation,2024-01-20,2024-12-12,Proactive outreach needed
TAA-Australian Airlines,219,On-hold,2024-02-25,2024-12-12,Proactive outreach needed
TAM Airlines,220,In Progress,2024-02-24,2024-12-12,Proactive outreach needed
TBS,224,Proposal Sent,2024-02-18,2024-12-12,Proactive outreach needed
TCell,220,In Progress,2024-01-09,2024-12-12,Proactive outreach needed
TDC,220,On-hold,2024-03-06,2024-12-12,Proactive outreach needed
TELUS,218,Warm ,2024-01-12,2024-12-12,Proactive outreach needed
TI-nspire,218,In Progress,2024-03-12,2024-12-12,Proactive outreach needed
TIM,221,New,2024-03-14,2024-12-12,Proactive outreach needed
TJ Maxx,232,Proposal Sent,2024-03-07,2024-12-12,Proactive outreach needed
TJX,221,Disqualified,2024-03-17,2024-12-12,Proactive outreach needed
TKH Group,220,Closed-Lost,2024-03-22,2024-12-12,Proactive outreach needed
TLC,219,Warm ,2024-04-13,2024-12-12,Proactive outreach needed
TNT,220,Qualified,2024-02-12,2024-12-12,Proactive outreach needed
TNT Express,219,Negotiation,2024-03-16,2024-12-12,Proactive outreach needed
TOM Group,218,Closed-Won,2024-01-23,2024-12-12,Proactive outreach needed
TOZ Rum,219,In Progress,2024-04-16,2024-12-12,Proactive outreach needed
TUI Group,220,New,2024-04-29,2024-12-12,Proactive outreach needed
TV Cultura,218,Cold,2024-01-25,2024-12-12,Proactive outreach needed
TV Guide,221,Negotiation,2024-03-25,2024-12-12,Proactive outreach needed
TV3,230,New,2024-02-19,2024-12-12,Proactive outreach needed
TV5 Monde,222,Contacted,2024-02-17,2024-12-12,Proactive outreach needed
TVN,220,Referral,2024-03-19,2024-12-12,Proactive outreach needed
TVS,218,Cold,2024-01-19,2024-12-12,Proactive outreach needed
TWA,247,Warm ,2024-03-20,2024-12-12,Proactive outreach needed
TWG Tea Company,222,Reengaged,2024-04-02,2024-12-12,Proactive outreach needed
Tabasco,223,Proposal Sent,2024-01-30,2024-12-12,Proactive outreach needed
Tabcorp Holdings,219,Disqualified,2024-03-18,2024-12-12,Proactive outreach needed
Taco Bell,220,Contacted,2024-03-17,2024-12-12,Proactive outreach needed
Tacoma,219,Warm ,2024-04-21,2024-12-12,Proactive outreach needed
Tagline Development,220,Reengaged,2024-04-03,2024-12-12,Proactive outreach needed
Tagline Research,222,Cold,2024-02-01,2024-12-12,Proactive outreach needed
Taglines and Slogans,220,Proposal Sent,2024-04-05,2024-12-12,Proactive outreach needed
Tahiti Village,222,Contacted,2024-03-28,2024-12-12,Proactive outreach needed
Tahoe,221,Cold,2024-03-07,2024-12-12,Proactive outreach needed
Taj,225,Qualified,2024-04-09,2024-12-12,Proactive outreach needed
Taj Mahal Tea,221,In Progress,2024-01-27,2024-12-12,Proactive outreach needed
Take5,222,Disqualified,2024-01-24,2024-12-12,Proactive outreach needed
Talbots,218,Warm ,2024-04-06,2024-12-12,Proactive outreach needed
Talisman Energy,223,Negotiation,2024-04-18,2024-12-12,Proactive outreach needed
Tally-Ho,221,Disqualified,2024-03-16,2024-12-12,Proactive outreach needed
Tang,221,Warm ,2024-02-14,2024-12-12,Proactive outreach needed
Tangy Fruits,221,Qualified,2024-01-24,2024-12-12,Proactive outreach needed
Tanishq,225,Proposal Sent,2024-04-29,2024-12-12,Proactive outreach needed
Tanqueray,223,Qualified,2024-02-11,2024-12-12,Proactive outreach needed
Tarax,224,Reengaged,2024-04-03,2024-12-12,Proactive outreach needed
Target,249,Contacted,2024-01-08,2024-12-12,Proactive outreach needed
Target Market Focused,222,Warm ,2024-01-30,2024-12-12,Proactive outreach needed
Tarocash,220,Disqualified,2024-01-31,2024-12-12,Proactive outreach needed
Taster's Choice,218,Warm ,2024-04-14,2024-12-12,Proactive outreach needed
Tata,220,Referral,2024-04-23,2024-12-12,Proactive outreach needed
Tatyo,242,Cold,2024-02-17,2024-12-12,Proactive outreach needed
Taurus,223,Contacted,2024-04-16,2024-12-12,Proactive outreach needed
Tchibo,218,Negotiation,2024-03-19,2024-12-12,Proactive outreach needed
Team and Concepts Limited,226,On-hold,2024-03-22,2024-12-12,Proactive outreach needed
Technicolor,223,Qualified,2024-03-24,2024-12-12,Proactive outreach needed
Teck Cominco,219,Referral,2024-01-27,2024-12-12,Proactive outreach needed
Tectoy,221,Disqualified,2024-01-22,2024-12-12,Proactive outreach needed
Tefal,228,Closed-Won,2024-02-10,2024-12-12,Proactive outreach needed
Teflon,225,In Progress,2024-03-12,2024-12-12,Proactive outreach needed
Tegel Foods,218,Referral,2024-04-24,2024-12-12,Proactive outreach needed
Telcel,223,Closed-Lost,2024-03-08,2024-12-12,Proactive outreach needed
Tele3,224,Disqualified,2024-02-18,2024-12-12,Proactive outreach needed
Telecom Argentina STET,218,On-hold,2024-01-25,2024-12-12,Proactive outreach needed
Telecom Italia Mobile,218,Referral,2024-01-29,2024-12-12,Proactive outreach needed
Teleflora,225,On-hold,2024-04-09,2024-12-12,Proactive outreach needed
Telefonica,219,Warm ,2024-01-05,2024-12-12,Proactive outreach needed
Telefonica de Argentina,220,Qualified,2024-02-28,2024-12-12,Proactive outreach needed
Telegraaf Media Groep,218,Referral,2024-02-09,2024-12-12,Proactive outreach needed
Telekom Austria,228,Closed-Won,2024-03-29,2024-12-12,Proactive outreach needed
Telenet,224,Closed-Lost,2024-01-03,2024-12-12,Proactive outreach needed
Telenor,220,Referral,2024-03-20,2024-12-12,Proactive outreach needed
Telequartz,243,Negotiation,2024-04-19,2024-12-12,Proactive outreach needed
Telesp,219,Reengaged,2024-03-13,2024-12-12,Proactive outreach needed
Telia,226,New,2024-02-14,2024-12-12,Proactive outreach needed
Telstra,218,Disqualified,2024-01-26,2024-12-12,Proactive outreach needed
Temax,218,Qualified,2024-04-30,2024-12-12,Proactive outreach needed
TempurPedic,218,Referral,2024-04-15,2024-12-12,Proactive outreach needed
Tenaris,225,Closed-Lost,2024-02-05,2024-12-12,Proactive outreach needed
Tencent,220,Qualified,2024-02-29,2024-12-12,Proactive outreach needed
Tenix Defence,219,Contacted,2024-03-06,2024-12-12,Proactive outreach needed
Terinum,220,Nurturing,2024-02-06,2024-12-12,Proactive outreach needed
Terminix,222,Disqualified,2024-02-01,2024-12-12,Proactive outreach needed
Terrazas Reserva,221,Warm ,2024-03-25,2024-12-12,Proactive outreach needed
Tesco,224,Closed-Lost,2024-04-18,2024-12-12,Proactive outreach needed
Teva,219,Closed-Won,2024-02-11,2024-12-12,Proactive outreach needed
Texaco,226,Reengaged,2024-03-30,2024-12-12,Proactive outreach needed
Textron,229,Referral,2024-03-13,2024-12-12,Proactive outreach needed
Thai Express,220,Negotiation,2024-02-17,2024-12-12,Proactive outreach needed
Thales,220,Contacted,2024-02-09,2024-12-12,Proactive outreach needed
The Buckle,220,Closed-Won,2024-01-10,2024-12-12,Proactive outreach needed
The HR Department,224,Reengaged,2024-03-09,2024-12-12,Proactive outreach needed
The North Face,225,Qualified,2024-03-17,2024-12-12,Proactive outreach needed
The Oriental Bangkok,221,Closed-Won,2024-01-08,2024-12-12,Proactive outreach needed
The Peninsula,239,Qualified,2024-01-13,2024-12-12,Proactive outreach needed
The Professional Couriers,222,Warm ,2024-01-24,2024-12-12,Proactive outreach needed
The Star,219,Negotiation,2024-04-21,2024-12-12,Proactive outreach needed
The Warehouse,226,Reengaged,2024-02-10,2024-12-12,Proactive outreach needed
The Y,219,New,2024-02-13,2024-12-12,Proactive outreach needed
The Yellow Pages,232,Negotiation,2024-02-22,2024-12-12,Proactive outreach needed
Theraflu,219,Closed-Won,2024-03-18,2024-12-12,Proactive outreach needed
Thermacare,219,In Progress,2024-04-06,2024-12-12,Proactive outreach needed
Thermos,221,Disqualified,2024-04-19,2024-12-12,Proactive outreach needed
Thesaurus.com,220,Proposal Sent,2024-04-14,2024-12-12,Proactive outreach needed
Thighmaster,221,Closed-Won,2024-02-03,2024-12-12,Proactive outreach needed
ThinkPad,224,Cold,2024-03-06,2024-12-12,Proactive outreach needed
Thins,223,New,2024-04-11,2024-12-12,Proactive outreach needed
Thomasville,220,Nurturing,2024-03-24,2024-12-12,Proactive outreach needed
Thomson,220,Reengaged,2024-02-25,2024-12-12,Proactive outreach needed
Thomson Reuters,218,Contacted,2024-03-07,2024-12-12,Proactive outreach needed
Three Threes,219,Reengaged,2024-03-07,2024-12-12,Proactive outreach needed
Thums Up,225,New,2024-02-23,2024-12-12,Proactive outreach needed
ThyssenKrupp,218,Referral,2024-04-04,2024-12-12,Proactive outreach needed
TiVo,218,In Progress,2024-03-23,2024-12-12,Proactive outreach needed
Tia Supermercados,221,In Progress,2024-02-11,2024-12-12,Proactive outreach needed
Tic Tac,220,In Progress,2024-01-22,2024-12-12,Proactive outreach needed
Ticketmaster,223,Cold,2024-03-02,2024-12-12,Proactive outreach needed
Tide,221,Reengaged,2024-04-21,2024-12-12,Proactive outreach needed
Tidy Cats,222,Contacted,2024-03-18,2024-12-12,Proactive outreach needed
Tiffany & Co.,228,Reengaged,2024-04-09,2024-12-12,Proactive outreach needed
Tilex,225,Negotiation,2024-03-27,2024-12-12,Proactive outreach needed
Tim Hortons,218,Proposal Sent,2024-02-25,2024-12-12,Proactive outreach needed
Tim Tam,218,On-hold,2024-02-06,2024-12-12,Proactive outreach needed
Timberland,220,Proposal Sent,2024-03-31,2024-12-12,Proactive outreach needed
Time,223,Proposal Sent,2024-02-16,2024-12-12,Proactive outreach needed
Time Warner,218,Warm ,2024-04-25,2024-12-12,Proactive outreach needed
Timex,226,New,2024-03-21,2024-12-12,Proactive outreach needed
Tiny Teddy,221,Cold,2024-04-14,2024-12-12,Proactive outreach needed
Tip Top Bakeries,231,Closed-Lost,2024-03-27,2024-12-12,Proactive outreach needed
Tipco,223,Disqualified,2024-04-21,2024-12-12,Proactive outreach needed
Tiscali,225,Referral,2024-04-28,2024-12-12,Proactive outreach needed
Tissot,224,Disqualified,2024-04-12,2024-12-12,Proactive outreach needed
Titan,223,Warm ,2024-03-21,2024-12-12,Proactive outreach needed
To Vima,225,Proposal Sent,2024-03-21,2024-12-12,Proactive outreach needed
Toblerone,218,Closed-Won,2024-01-29,2024-12-12,Proactive outreach needed
Toll Holdings,224,Referral,2024-03-19,2024-12-12,Proactive outreach needed
Toll House,220,Reengaged,2024-03-07,2024-12-12,Proactive outreach needed
Tom Tailor,218,Contacted,2024-04-30,2024-12-12,Proactive outreach needed
Tom Tom,221,Referral,2024-03-19,2024-12-12,Proactive outreach needed
TomTom,218,Nurturing,2024-02-22,2024-12-12,Proactive outreach needed
Tommy Hilfiger,220,Closed-Won,2024-03-04,2024-12-12,Proactive outreach needed
Tong Ren Tang,220,Warm ,2024-01-20,2024-12-12,Proactive outreach needed
Tonka,218,Cold,2024-04-20,2024-12-12,Proactive outreach needed
Tony Roma's,221,Proposal Sent,2024-01-19,2024-12-12,Proactive outreach needed
Tooheys Brewery,219,Warm ,2024-02-25,2024-12-12,Proactive outreach needed
Tooheys Extra Dry,228,New,2024-01-12,2024-12-12,Proactive outreach needed
Tooheys New,219,Disqualified,2024-02-28,2024-12-12,Proactive outreach needed
Tooheys Old,220,In Progress,2024-03-01,2024-12-12,Proactive outreach needed
Tooheys Pils,226,New,2024-04-29,2024-12-12,Proactive outreach needed
Tootsie Roll,228,Negotiation,2024-01-25,2024-12-12,Proactive outreach needed
Toronto-Dominion Bank,218,Proposal Sent,2024-02-17,2024-12-12,Proactive outreach needed
Toshiba,223,New,2024-03-28,2024-12-12,Proactive outreach needed
Tostitos,219,Reengaged,2024-04-25,2024-12-12,Proactive outreach needed
Total,221,Negotiation,2024-03-28,2024-12-12,Proactive outreach needed
Total Linhas AÃ©reas,223,Negotiation,2024-02-09,2024-12-12,Proactive outreach needed
Total Peripherals Group,219,Referral,2024-03-22,2024-12-12,Proactive outreach needed
Totino's,221,Nurturing,2024-01-14,2024-12-12,Proactive outreach needed
Town,224,On-hold,2024-02-01,2024-12-12,Proactive outreach needed
Town House,224,Closed-Won,2024-03-21,2024-12-12,Proactive outreach needed
Toy Kingdom,219,In Progress,2024-01-01,2024-12-12,Proactive outreach needed
Toy Story,225,Referral,2024-02-17,2024-12-12,Proactive outreach needed
Toyota,220,New,2024-01-12,2024-12-12,Proactive outreach needed
Toys âRâ Us,225,Qualified,2024-03-19,2024-12-12,Proactive outreach needed
TracFone,222,On-hold,2024-03-29,2024-12-12,Proactive outreach needed
Track7,219,In Progress,2024-02-23,2024-12-12,Proactive outreach needed
Trademark Resources,221,Proposal Sent,2024-03-05,2024-12-12,Proactive outreach needed
Trader Joe's,220,Closed-Won,2024-02-09,2024-12-12,Proactive outreach needed
Trading Spaces,219,Warm ,2024-02-12,2024-12-12,Proactive outreach needed
Trailblazer,220,Qualified,2024-01-08,2024-12-12,Proactive outreach needed
Trans Canada,225,Closed-Lost,2024-03-19,2024-12-12,Proactive outreach needed
TransPerth,220,On-hold,2024-02-26,2024-12-12,Proactive outreach needed
Transcend,220,Negotiation,2024-01-09,2024-12-12,Proactive outreach needed
Transitions Lenses,221,Nurturing,2024-03-01,2024-12-12,Proactive outreach needed
Transportadora de Gas del sur,219,In Progress,2024-02-23,2024-12-12,Proactive outreach needed
Transurban,220,Referral,2024-04-24,2024-12-12,Proactive outreach needed
Trapiche Roble,221,Reengaged,2024-03-19,2024-12-12,Proactive outreach needed
Trapper Keeper,225,Reengaged,2024-02-07,2024-12-12,Proactive outreach needed
TraveLodge,225,Reengaged,2024-03-29,2024-12-12,Proactive outreach needed
Travelocity,225,Referral,2024-04-25,2024-12-12,Proactive outreach needed
Traynor Amplifiers,222,On-hold,2024-02-23,2024-12-12,Proactive outreach needed
Trend Micro,219,In Progress,2024-01-26,2024-12-12,Proactive outreach needed
Tresemme,221,Closed-Won,2024-02-19,2024-12-12,Proactive outreach needed
Tribute,224,Negotiation,2024-03-03,2024-12-12,Proactive outreach needed
Trident,222,Reengaged,2024-01-29,2024-12-12,Proactive outreach needed
TrimSpa,243,Referral,2024-01-04,2024-12-12,Proactive outreach needed
Triscuits,222,Nurturing,2024-04-04,2024-12-12,Proactive outreach needed
Trivial Pursuit,226,Closed-Lost,2024-04-29,2024-12-12,Proactive outreach needed
Trix,220,Closed-Won,2024-02-11,2024-12-12,Proactive outreach needed
Trojan,223,On-hold,2024-03-02,2024-12-12,Proactive outreach needed
Troller,218,Cold,2024-01-19,2024-12-12,Proactive outreach needed
Tropicana,218,Closed-Lost,2024-01-17,2024-12-12,Proactive outreach needed
True Value,220,Referral,2024-02-20,2024-12-12,Proactive outreach needed
Tsingtao,230,Reengaged,2024-03-30,2024-12-12,Proactive outreach needed
Tucson,224,Qualified,2024-01-02,2024-12-12,Proactive outreach needed
Tums,218,New,2024-04-17,2024-12-12,Proactive outreach needed
Tuna Helper,220,Referral,2024-01-09,2024-12-12,Proactive outreach needed
Tundra,232,New,2024-02-26,2024-12-12,Proactive outreach needed
Tung Lok Group,223,On-hold,2024-03-23,2024-12-12,Proactive outreach needed
Tupperware,218,Warm ,2024-03-07,2024-12-12,Proactive outreach needed
TurboTax,218,Warm ,2024-02-20,2024-12-12,Proactive outreach needed
Turners & Growers,227,Contacted,2024-03-29,2024-12-12,Proactive outreach needed
Turtle Wax,218,Negotiation,2024-01-26,2024-12-12,Proactive outreach needed
Tux,232,Disqualified,2024-01-18,2024-12-12,Proactive outreach needed
Twingly,229,Qualified,2024-02-02,2024-12-12,Proactive outreach needed
Twinkies,219,Reengaged,2024-04-01,2024-12-12,Proactive outreach needed
Twix,218,Warm ,2024-01-22,2024-12-12,Proactive outreach needed
Twizzlers,220,Contacted,2024-01-17,2024-12-12,Proactive outreach needed
Two Seasons,221,Cold,2024-02-05,2024-12-12,Proactive outreach needed
Tyco,227,Qualified,2024-01-24,2024-12-12,Proactive outreach needed
Tylenol,223,Contacted,2024-04-11,2024-12-12,Proactive outreach needed
Tyson,221,Cold,2024-02-19,2024-12-12,Proactive outreach needed
